UID:495670678712935538,﻿Name:BitFiSwap s.r.o.,﻿Account Type:Main,﻿Account Name:bitfiswap@gmail.com
﻿id,Time,Type,Amount,Before Balance,After Balance,Fee,Symbol
﻿4107271379,2024-02-23 02:24:55,Cancel an order,160.59,9532.04915845,9692.63915845,0.0,USDT
﻿4107221898,2024-02-23 02:09:54,Place an order,-160.59,9692.63915845,9532.04915845,0.0,USDT
﻿4107069779,2024-02-23 01:38:20,Cancel an order,107.06,9585.57915845,9692.63915845,0.0,USDT
﻿4107042696,2024-02-23 01:23:19,Place an order,-107.06,9692.63915845,9585.57915845,0.0,USDT
﻿4107040799,2024-02-23 01:22:14,Cancel an order,107.06,9585.57915845,9692.63915845,0.0,USDT
﻿4106962064,2024-02-23 01:07:11,Place an order,-107.06,9692.63915845,9585.57915845,0.0,USDT
﻿4106925043,2024-02-23 01:06:11,Cancel an order,107.29,9585.34915845,9692.63915845,0.0,USDT
﻿4106884190,2024-02-23 00:51:49,Place an order,-107.29,9692.63915845,9585.34915845,0.0,USDT
﻿4106825512,2024-02-23 00:34:05,Place an order,-302.57,9995.20915845,9692.63915845,0.0,USDT
﻿4106814022,2024-02-23 00:28:54,Cancel an order,107.29,9887.91915845,9995.20915845,0.0,USDT
﻿4106810231,2024-02-23 00:27:04,Cancel an order,300.42,9587.49915845,9887.91915845,0.0,USDT
﻿4106795216,2024-02-23 00:20:45,Cancel an order,107.29,9480.20915845,9587.49915845,0.0,USDT
﻿4106787849,2024-02-23 00:17:37,Place an order,-303.11,9783.31915845,9480.20915845,0.0,USDT
﻿4106778455,2024-02-23 00:13:51,Place an order,-107.29,9890.60915845,9783.31915845,0.0,USDT
﻿4106760639,2024-02-23 00:12:01,Place an order,-300.42,10191.02915845,9890.60915845,0.0,USDT
﻿4106661037,2024-02-23 00:05:43,Place an order,-107.29,10298.31915845,10191.02915845,0.0,USDT
﻿4106625549,2024-02-22 23:53:22,Cancel an order,107.29,10191.02915845,10298.31915845,0.0,USDT
﻿4106619865,2024-02-22 23:50:55,Place an order,-107.29,10298.31915845,10191.02915845,0.0,USDT
﻿4106559868,2024-02-22 23:36:40,Cancel an order,375.53,9922.78915845,10298.31915845,0.0,USDT
﻿4106548553,2024-02-22 23:32:45,Cancel an order,268.24,9654.54915845,9922.78915845,0.0,USDT
﻿4106520893,2024-02-22 23:21:39,Place an order,-375.53,10030.07915845,9654.54915845,0.0,USDT
﻿4106511732,2024-02-22 23:17:44,Place an order,-268.24,10298.31915845,10030.07915845,0.0,USDT
﻿4106281018,2024-02-22 22:37:32,Cancel an order,53.76,10244.55915845,10298.31915845,0.0,USDT
﻿4106264863,2024-02-22 22:31:47,Cancel an order,215.05,10029.50915845,10244.55915845,0.0,USDT
﻿4106245322,2024-02-22 22:24:17,Place an order,-215.05,10244.55915845,10029.50915845,0.0,USDT
﻿4106240606,2024-02-22 22:22:28,Place an order,-53.76,10298.31915845,10244.55915845,0.0,USDT
﻿4106218173,2024-02-22 22:13:53,Place an order,-268.81,10567.12915845,10298.31915845,0.0,USDT
﻿4106142480,2024-02-22 22:07:19,Place an order,-107.52,10674.64915845,10567.12915845,0.0,USDT
﻿4106140912,2024-02-22 22:07:16,From unified trading account,1985.1813,8689.46785845,10674.64915845,0.0,USDT
﻿4104907985,2024-02-22 17:49:32,To unified trading account,-1977.6813,10667.14915845,8689.46785845,0.0,USDT
﻿4104907981,2024-02-22 17:49:32,Deposit,1977.6813,8689.46785845,10667.14915845,0.0,USDT
﻿4104882196,2024-02-22 17:45:49,To unified trading account,-2.6,8692.06785845,8689.46785845,0.0,USDT
﻿4104882185,2024-02-22 17:45:49,Deposit,2.6,8689.46785845,8692.06785845,0.0,USDT
﻿4104195739,2024-02-22 15:11:53,Cancel an order,53.64,8635.82785845,8689.46785845,0.0,USDT
﻿4101377996,2024-02-22 03:11:23,Place an order,-31.74,8667.56785845,8635.82785845,0.0,USDT
﻿4101240808,2024-02-22 02:49:00,Cancel an order,16.05,8651.51785845,8667.56785845,0.0,USDT
﻿4101202664,2024-02-22 02:33:58,Place an order,-16.05,8667.56785845,8651.51785845,0.0,USDT
﻿4101197225,2024-02-22 02:31:09,Cancel an order,107.06,8560.50785845,8667.56785845,0.0,USDT
﻿4101194665,2024-02-22 02:29:51,Place an order,-107.06,8667.56785845,8560.50785845,0.0,USDT
﻿4101159090,2024-02-22 02:11:26,Cancel an order,53.53,8614.03785845,8667.56785845,0.0,USDT
﻿4101034865,2024-02-22 01:56:23,Place an order,-53.53,8667.56785845,8614.03785845,0.0,USDT
﻿4101031400,2024-02-22 01:54:36,Cancel an order,191.64,8475.92785845,8667.56785845,0.0,USDT
﻿4100984339,2024-02-22 01:39:32,Place an order,-191.64,8667.56785845,8475.92785845,0.0,USDT
﻿4100974049,2024-02-22 01:34:39,Cancel an order,107.06,8560.50785845,8667.56785845,0.0,USDT
﻿4100945108,2024-02-22 01:19:37,Place an order,-107.06,8667.56785845,8560.50785845,0.0,USDT
﻿4100928078,2024-02-22 01:10:58,Place an order,-749.46,9417.02785845,8667.56785845,0.0,USDT
﻿4100814845,2024-02-22 01:03:08,Cancel an order,266.59,9150.43785845,9417.02785845,0.0,USDT
﻿4100773527,2024-02-22 00:48:04,Place an order,-266.59,9417.02785845,9150.43785845,0.0,USDT
﻿4100737876,2024-02-22 00:38:06,Cancel an order,3533.19,5883.83785845,9417.02785845,0.0,USDT
﻿4100728633,2024-02-22 00:34:03,Place an order,-3533.19,9417.02785845,5883.83785845,0.0,USDT
﻿4100723143,2024-02-22 00:31:34,Cancel an order,214.13,9202.89785845,9417.02785845,0.0,USDT
﻿4100717494,2024-02-22 00:28:57,Place an order,-214.13,9417.02785845,9202.89785845,0.0,USDT
﻿4100716485,2024-02-22 00:28:29,Cancel an order,107.06,9309.96785845,9417.02785845,0.0,USDT
﻿4100681576,2024-02-22 00:13:27,Place an order,-107.06,9417.02785845,9309.96785845,0.0,USDT
﻿4100578147,2024-02-22 00:07:00,Cancel an order,107.06,9309.96785845,9417.02785845,0.0,USDT
﻿4100499241,2024-02-21 23:51:57,Place an order,-107.06,9417.02785845,9309.96785845,0.0,USDT
﻿4100493276,2024-02-21 23:49:31,Cancel an order,53.53,9363.49785845,9417.02785845,0.0,USDT
﻿4100456219,2024-02-21 23:34:29,Place an order,-53.53,9417.02785845,9363.49785845,0.0,USDT
﻿4100255812,2024-02-21 22:56:27,Place an order,-107.06,9524.08785845,9417.02785845,0.0,USDT
﻿4100251582,2024-02-21 22:54:55,Cancel an order,53.47,9470.61785845,9524.08785845,0.0,USDT
﻿4100151012,2024-02-21 22:29:54,Place an order,-53.47,9524.08785845,9470.61785845,0.0,USDT
﻿4100137704,2024-02-21 22:26:00,Cancel an order,16.04,9508.04785845,9524.08785845,0.0,USDT
﻿4100134558,2024-02-21 22:25:00,Place an order,-16.04,9524.08785845,9508.04785845,0.0,USDT
﻿4100129846,2024-02-21 22:23:35,Cancel an order,106.95,9417.13785845,9524.08785845,0.0,USDT
﻿4100107058,2024-02-21 22:17:04,Place an order,-48.12,9465.25785845,9417.13785845,0.0,USDT
﻿4100097370,2024-02-21 22:14:17,Place an order,-160.42,9625.67785845,9465.25785845,0.0,USDT
﻿4100093432,2024-02-21 22:12:57,Place an order,-106.95,9732.62785845,9625.67785845,0.0,USDT
﻿4100080527,2024-02-21 22:10:42,Place an order,-32.08,9764.70785845,9732.62785845,0.0,USDT
﻿4100066911,2024-02-21 22:09:51,Cancel an order,106.95,9657.75785845,9764.70785845,0.0,USDT
﻿4100037022,2024-02-21 22:08:00,Cancel an order,16.04,9641.71785845,9657.75785845,0.0,USDT
﻿4100009517,2024-02-21 22:06:58,Cancel an order,16.04,9625.67785845,9641.71785845,0.0,USDT
﻿4099996244,2024-02-21 22:06:47,Cancel an order,16.04,9609.63785845,9625.67785845,0.0,USDT
﻿4099944234,2024-02-21 21:54:51,Place an order,-106.95,9716.58785845,9609.63785845,0.0,USDT
﻿4099938782,2024-02-21 21:53:00,Place an order,-16.04,9732.62785845,9716.58785845,0.0,USDT
﻿4099937115,2024-02-21 21:52:25,Cancel an order,53.47,9679.15785845,9732.62785845,0.0,USDT
﻿4099935181,2024-02-21 21:51:55,Place an order,-16.04,9695.19785845,9679.15785845,0.0,USDT
﻿4099934538,2024-02-21 21:51:43,Place an order,-16.04,9711.23785845,9695.19785845,0.0,USDT
﻿4099931369,2024-02-21 21:50:42,Cancel an order,69.51,9641.72785845,9711.23785845,0.0,USDT
﻿4099911909,2024-02-21 21:46:12,Cancel an order,106.95,9534.77785845,9641.72785845,0.0,USDT
﻿4099887994,2024-02-21 21:43:07,Place an order,-106.95,9641.72785845,9534.77785845,0.0,USDT
﻿4099864090,2024-02-21 21:37:23,Place an order,-53.47,9695.19785845,9641.72785845,0.0,USDT
﻿4099863247,2024-02-21 21:37:03,Place an order,-106.95,9802.14785845,9695.19785845,0.0,USDT
﻿4099859169,2024-02-21 21:35:39,Place an order,-69.51,9871.65785845,9802.14785845,0.0,USDT
﻿4099854720,2024-02-21 21:34:11,Cancel an order,106.95,9764.70785845,9871.65785845,0.0,USDT
﻿4099852333,2024-02-21 21:33:24,Place an order,-106.95,9871.65785845,9764.70785845,0.0,USDT
﻿4099845380,2024-02-21 21:31:20,Cancel an order,16.04,9855.61785845,9871.65785845,0.0,USDT
﻿4099824543,2024-02-21 21:24:21,Cancel an order,106.95,9748.66785845,9855.61785845,0.0,USDT
﻿4099811495,2024-02-21 21:19:40,Place an order,-106.95,9855.61785845,9748.66785845,0.0,USDT
﻿4099811463,2024-02-21 21:19:39,Cancel an order,106.95,9748.66785845,9855.61785845,0.0,USDT
﻿4099807805,2024-02-21 21:18:18,Place an order,-106.95,9855.61785845,9748.66785845,0.0,USDT
﻿4099801574,2024-02-21 21:16:19,Place an order,-16.04,9871.65785845,9855.61785845,0.0,USDT
﻿4095296372,2024-02-21 04:20:58,Cancel an order,53.36,9818.29785845,9871.65785845,0.0,USDT
﻿4095162364,2024-02-21 04:05:55,Place an order,-53.36,9871.65785845,9818.29785845,0.0,USDT
﻿4095131583,2024-02-21 03:52:40,Place an order,-42.68,9914.33785845,9871.65785845,0.0,USDT
﻿4095033273,2024-02-21 03:11:57,Cancel an order,16.0,9898.33785845,9914.33785845,0.0,USDT
﻿4094893008,2024-02-21 02:56:58,Place an order,-16.0,9914.33785845,9898.33785845,0.0,USDT
﻿4094885946,2024-02-21 02:53:09,Cancel an order,5364.8,4549.53785845,9914.33785845,0.0,USDT
﻿4094866657,2024-02-21 02:43:08,Cancel an order,160.08,4389.45785845,4549.53785845,0.0,USDT
﻿4094856992,2024-02-21 02:38:10,Place an order,-5364.8,9754.25785845,4389.45785845,0.0,USDT
﻿4094851039,2024-02-21 02:34:59,Place an order,-160.08,9914.33785845,9754.25785845,0.0,USDT
﻿4094836958,2024-02-21 02:27:40,Cancel an order,53.64,9860.69785845,9914.33785845,0.0,USDT
﻿4094826862,2024-02-21 02:22:49,Cancel an order,85.56,9775.13785845,9860.69785845,0.0,USDT
﻿4094822220,2024-02-21 02:20:38,Place an order,-53.64,9828.77785845,9775.13785845,0.0,USDT
﻿4094820005,2024-02-21 02:19:45,Cancel an order,59.01,9769.76785845,9828.77785845,0.0,USDT
﻿4094787428,2024-02-21 02:12:38,Place an order,-53.64,9823.40785845,9769.76785845,0.0,USDT
﻿4094669211,2024-02-21 02:04:43,Place an order,-59.01,9882.41785845,9823.40785845,0.0,USDT
﻿4094643872,2024-02-21 01:53:20,Cancel an order,53.64,9828.77785845,9882.41785845,0.0,USDT
﻿4094643118,2024-02-21 01:53:01,Place an order,-21.45,9850.22785845,9828.77785845,0.0,USDT
﻿4094625796,2024-02-21 01:45:06,Place an order,-53.64,9903.86785845,9850.22785845,0.0,USDT
﻿4094617884,2024-02-21 01:41:55,Place an order,-16.09,9919.95785845,9903.86785845,0.0,USDT
﻿4094522424,2024-02-21 01:21:31,Place an order,-160.94,10080.89785845,9919.95785845,0.0,USDT
﻿4094375902,2024-02-21 01:01:44,Cancel an order,85.56,9995.33785845,10080.89785845,0.0,USDT
﻿4094364371,2024-02-21 00:58:16,Cancel an order,106.95,9888.38785845,9995.33785845,0.0,USDT
﻿4094344562,2024-02-21 00:50:36,Place an order,-53.64,9942.02785845,9888.38785845,0.0,USDT
﻿4094340604,2024-02-21 00:49:08,Cancel an order,39.69,9902.33785845,9942.02785845,0.0,USDT
﻿4094335936,2024-02-21 00:47:35,Cancel an order,53.47,9848.86785845,9902.33785845,0.0,USDT
﻿4094333598,2024-02-21 00:46:43,Place an order,-85.56,9934.42785845,9848.86785845,0.0,USDT
﻿4094323683,2024-02-21 00:43:13,Place an order,-106.95,10041.37785845,9934.42785845,0.0,USDT
﻿4094312847,2024-02-21 00:38:58,Cancel an order,213.9,9827.47785845,10041.37785845,0.0,USDT
﻿4094300831,2024-02-21 00:34:08,Place an order,-39.69,9867.16785845,9827.47785845,0.0,USDT
﻿4094297536,2024-02-21 00:32:59,Cancel an order,21.39,9845.77785845,9867.16785845,0.0,USDT
﻿4094296654,2024-02-21 00:32:33,Place an order,-53.47,9899.24785845,9845.77785845,0.0,USDT
﻿4094287068,2024-02-21 00:28:45,Place an order,-21.39,9920.63785845,9899.24785845,0.0,USDT
﻿4094272944,2024-02-21 00:23:55,Place an order,-213.9,10134.53785845,9920.63785845,0.0,USDT
﻿4094268504,2024-02-21 00:22:28,Place an order,-53.47,10188.00785845,10134.53785845,0.0,USDT
﻿4093994055,2024-02-20 23:39:42,Withdrawal,-106.72,10294.72785845,10188.00785845,0.0,USDT
﻿4087974196,2024-02-20 02:40:28,Place an order,-17.07,10311.79785845,10294.72785845,0.0,USDT
﻿4087961604,2024-02-20 02:33:05,Cancel an order,53.36,10258.43785845,10311.79785845,0.0,USDT
﻿4087959626,2024-02-20 02:32:07,Place an order,-53.36,10311.79785845,10258.43785845,0.0,USDT
﻿4087957760,2024-02-20 02:31:03,Cancel an order,106.72,10205.07785845,10311.79785845,0.0,USDT
﻿4087930895,2024-02-20 02:16:00,Place an order,-106.72,10311.79785845,10205.07785845,0.0,USDT
﻿4087807083,2024-02-20 02:01:00,Cancel an order,106.72,10205.07785845,10311.79785845,0.0,USDT
﻿4087772885,2024-02-20 01:51:57,Place an order,-106.72,10311.79785845,10205.07785845,0.0,USDT
﻿4087753118,2024-02-20 01:44:53,Place an order,-16.0,10327.79785845,10311.79785845,0.0,USDT
﻿4087728549,2024-02-20 01:32:38,Cancel an order,106.72,10221.07785845,10327.79785845,0.0,USDT
﻿4087725188,2024-02-20 01:31:10,Withdrawal,-50.0,10271.07785845,10221.07785845,0.0,USDT
﻿4087709906,2024-02-20 01:24:00,Cancel an order,5335.11,4935.96785845,10271.07785845,0.0,USDT
﻿4087696145,2024-02-20 01:17:37,Place an order,-106.72,5042.68785845,4935.96785845,0.0,USDT
﻿4087695822,2024-02-20 01:17:28,Cancel an order,21.34,5021.34785845,5042.68785845,0.0,USDT
﻿4087688531,2024-02-20 01:14:03,Place an order,-26.68,5048.02785845,5021.34785845,0.0,USDT
﻿4087651044,2024-02-20 01:08:58,Place an order,-5335.11,10383.13785845,5048.02785845,0.0,USDT
﻿4087569710,2024-02-20 01:03:41,Cancel an order,106.72,10276.41785845,10383.13785845,0.0,USDT
﻿4087565853,2024-02-20 01:02:26,Place an order,-21.34,10297.75785845,10276.41785845,0.0,USDT
﻿4087565270,2024-02-20 01:02:12,Cancel an order,53.36,10244.39785845,10297.75785845,0.0,USDT
﻿4087565235,2024-02-20 01:02:11,Place an order,-106.72,10351.11785845,10244.39785845,0.0,USDT
﻿4087560061,2024-02-20 01:01:17,Place an order,-53.36,10404.47785845,10351.11785845,0.0,USDT
﻿4087526710,2024-02-20 00:56:12,Cancel an order,16.0,10388.47785845,10404.47785845,0.0,USDT
﻿4087526382,2024-02-20 00:56:04,Cancel an order,160.08,10228.39785845,10388.47785845,0.0,USDT
﻿4087502733,2024-02-20 00:47:21,Place an order,-16.0,10244.39785845,10228.39785845,0.0,USDT
﻿4087486933,2024-02-20 00:41:00,Place an order,-160.08,10404.47785845,10244.39785845,0.0,USDT
﻿4087473964,2024-02-20 00:35:28,Cancel an order,24.54,10379.93785845,10404.47785845,0.0,USDT
﻿4087471654,2024-02-20 00:34:22,Place an order,-24.54,10404.47785845,10379.93785845,0.0,USDT
﻿4087471575,2024-02-20 00:34:20,Cancel an order,19.21,10385.26785845,10404.47785845,0.0,USDT
﻿4087461097,2024-02-20 00:29:42,Cancel an order,106.72,10278.54785845,10385.26785845,0.0,USDT
﻿4087458305,2024-02-20 00:28:24,Place an order,-19.21,10297.75785845,10278.54785845,0.0,USDT
﻿4087425548,2024-02-20 00:14:41,Place an order,-106.72,10404.47785845,10297.75785845,0.0,USDT
﻿4087284637,2024-02-19 23:57:52,Cancel an order,17.07,10387.40785845,10404.47785845,0.0,USDT
﻿4087256888,2024-02-19 23:47:42,Cancel an order,106.72,10280.68785845,10387.40785845,0.0,USDT
﻿4087223142,2024-02-19 23:42:51,Place an order,-17.07,10297.75785845,10280.68785845,0.0,USDT
﻿4087197990,2024-02-19 23:32:41,Place an order,-106.72,10404.47785845,10297.75785845,0.0,USDT
﻿4087177794,2024-02-19 23:24:44,Place an order,-53.36,10457.83785845,10404.47785845,0.0,USDT
﻿4087173586,2024-02-19 23:23:05,Cancel an order,53.36,10404.47785845,10457.83785845,0.0,USDT
﻿4087168966,2024-02-19 23:21:16,Cancel an order,16.0,10388.47785845,10404.47785845,0.0,USDT
﻿4087102375,2024-02-19 23:08:03,Place an order,-53.36,10441.83785845,10388.47785845,0.0,USDT
﻿4087090051,2024-02-19 23:07:15,Cancel an order,40.55,10401.28785845,10441.83785845,0.0,USDT
﻿4087050562,2024-02-19 23:06:14,Place an order,-16.0,10417.28785845,10401.28785845,0.0,USDT
﻿4087001839,2024-02-19 22:52:15,Place an order,-40.55,10457.83785845,10417.28785845,0.0,USDT
﻿4086997574,2024-02-19 22:50:34,Cancel an order,21.34,10436.49785845,10457.83785845,0.0,USDT
﻿4086987144,2024-02-19 22:47:15,Cancel an order,587.6,9848.89785845,10436.49785845,0.0,USDT
﻿4086968316,2024-02-19 22:44:44,Cancel an order,106.72,9742.17785845,9848.89785845,0.0,USDT
﻿4086960312,2024-02-19 22:43:38,Cancel an order,16.02,9726.15785845,9742.17785845,0.0,USDT
﻿4086949437,2024-02-19 22:41:46,Place an order,-106.72,9832.87785845,9726.15785845,0.0,USDT
﻿4086934658,2024-02-19 22:36:03,Cancel an order,96.15,9736.72785845,9832.87785845,0.0,USDT
﻿4086933060,2024-02-19 22:35:30,Place an order,-21.34,9758.06785845,9736.72785845,0.0,USDT
﻿4086924755,2024-02-19 22:32:14,Place an order,-587.6,10345.66785845,9758.06785845,0.0,USDT
﻿4086915856,2024-02-19 22:28:34,Place an order,-16.02,10361.68785845,10345.66785845,0.0,USDT
﻿4086896970,2024-02-19 22:21:01,Place an order,-96.15,10457.83785845,10361.68785845,0.0,USDT
﻿4086878122,2024-02-19 22:13:48,Place an order,-43.8,10501.63785845,10457.83785845,0.0,USDT
﻿4082181729,2024-02-19 03:17:12,Cancel an order,213.67,10287.96785845,10501.63785845,0.0,USDT
﻿4082175099,2024-02-19 03:12:36,Cancel an order,32.05,10255.91785845,10287.96785845,0.0,USDT
﻿4082065114,2024-02-19 03:02:10,Place an order,-213.67,10469.58785845,10255.91785845,0.0,USDT
﻿4082058718,2024-02-19 02:58:12,Cancel an order,106.83,10362.75785845,10469.58785845,0.0,USDT
﻿4082057720,2024-02-19 02:57:33,Place an order,-32.05,10394.80785845,10362.75785845,0.0,USDT
﻿4082050601,2024-02-19 02:52:54,Place an order,-106.83,10501.63785845,10394.80785845,0.0,USDT
﻿4082044405,2024-02-19 02:49:29,Cancel an order,106.83,10394.80785845,10501.63785845,0.0,USDT
﻿4082042672,2024-02-19 02:48:25,Place an order,-106.83,10501.63785845,10394.80785845,0.0,USDT
﻿4081997776,2024-02-19 02:31:20,Cancel an order,181.62,10320.01785845,10501.63785845,0.0,USDT
﻿4081996709,2024-02-19 02:30:40,Cancel an order,16.02,10303.99785845,10320.01785845,0.0,USDT
﻿4081986431,2024-02-19 02:24:02,Place an order,-106.83,10410.82785845,10303.99785845,0.0,USDT
﻿4081985863,2024-02-19 02:23:42,Place an order,-16.02,10426.84785845,10410.82785845,0.0,USDT
﻿4081974057,2024-02-19 02:16:19,Place an order,-181.62,10608.46785845,10426.84785845,0.0,USDT
﻿4081832791,2024-02-19 01:49:42,Cancel an order,320.51,10287.95785845,10608.46785845,0.0,USDT
﻿4081785211,2024-02-19 01:34:41,Place an order,-320.51,10608.46785845,10287.95785845,0.0,USDT
﻿4081750922,2024-02-19 01:16:57,Cancel an order,16.02,10592.44785845,10608.46785845,0.0,USDT
﻿4081744384,2024-02-19 01:13:29,Cancel an order,106.83,10485.61785845,10592.44785845,0.0,USDT
﻿4081631928,2024-02-19 01:04:58,Cancel an order,32.05,10453.56785845,10485.61785845,0.0,USDT
﻿4081624895,2024-02-19 01:01:56,Place an order,-16.02,10469.58785845,10453.56785845,0.0,USDT
﻿4081616947,2024-02-19 00:58:28,Place an order,-106.83,10576.41785845,10469.58785845,0.0,USDT
﻿4081598164,2024-02-19 00:49:53,Place an order,-32.05,10608.46785845,10576.41785845,0.0,USDT
﻿4081593384,2024-02-19 00:47:23,Cancel an order,106.83,10501.63785845,10608.46785845,0.0,USDT
﻿4081591881,2024-02-19 00:46:38,Place an order,-106.83,10608.46785845,10501.63785845,0.0,USDT
﻿4081559088,2024-02-19 00:37:54,Place an order,-54.48,10662.94785845,10608.46785845,0.0,USDT
﻿4081547498,2024-02-19 00:32:28,Cancel an order,68.37,10594.57785845,10662.94785845,0.0,USDT
﻿4081546061,2024-02-19 00:31:49,Cancel an order,16.02,10578.55785845,10594.57785845,0.0,USDT
﻿4081544417,2024-02-19 00:31:04,Place an order,-16.02,10594.57785845,10578.55785845,0.0,USDT
﻿4081543124,2024-02-19 00:30:31,Cancel an order,32.05,10562.52785845,10594.57785845,0.0,USDT
﻿4081541309,2024-02-19 00:29:44,Place an order,-68.37,10630.89785845,10562.52785845,0.0,USDT
﻿4081521334,2024-02-19 00:20:30,Cancel an order,20.29,10610.60785845,10630.89785845,0.0,USDT
﻿4081516632,2024-02-19 00:18:27,Place an order,-32.05,10642.65785845,10610.60785845,0.0,USDT
﻿4081506020,2024-02-19 00:15:31,Place an order,-32.05,10674.70785845,10642.65785845,0.0,USDT
﻿4081500086,2024-02-19 00:14:02,Cancel an order,54.48,10620.22785845,10674.70785845,0.0,USDT
﻿4081368979,2024-02-19 00:05:30,Place an order,-20.29,10640.51785845,10620.22785845,0.0,USDT
﻿4081366782,2024-02-19 00:04:57,Cancel an order,53.41,10587.10785845,10640.51785845,0.0,USDT
﻿4081354930,2024-02-19 00:02:22,Place an order,-53.41,10640.51785845,10587.10785845,0.0,USDT
﻿4081354405,2024-02-19 00:02:16,Cancel an order,307.69,10332.82785845,10640.51785845,0.0,USDT
﻿4081338033,2024-02-18 23:59:01,Place an order,-54.48,10387.30785845,10332.82785845,0.0,USDT
﻿4081333501,2024-02-18 23:56:41,Cancel an order,54.48,10332.82785845,10387.30785845,0.0,USDT
﻿4081313129,2024-02-18 23:47:14,Place an order,-307.69,10640.51785845,10332.82785845,0.0,USDT
﻿4081295102,2024-02-18 23:41:37,Place an order,-54.48,10694.99785845,10640.51785845,0.0,USDT
﻿4065314173,2024-02-16 02:36:50,Cancel an order,50.0,10644.99785845,10694.99785845,0.0,USDT
﻿4065305534,2024-02-16 02:31:29,Cancel an order,106.95,10538.04785845,10644.99785845,0.0,USDT
﻿4065295490,2024-02-16 02:24:36,Place an order,-171.12,10709.16785845,10538.04785845,0.0,USDT
﻿4065290958,2024-02-16 02:21:48,Place an order,-50.0,10759.16785845,10709.16785845,0.0,USDT
﻿4065287503,2024-02-16 02:19:25,Cancel an order,160.42,10598.74785845,10759.16785845,0.0,USDT
﻿4065283324,2024-02-16 02:16:28,Place an order,-106.95,10705.69785845,10598.74785845,0.0,USDT
﻿4065281984,2024-02-16 02:15:33,Cancel an order,104.81,10600.88785845,10705.69785845,0.0,USDT
﻿4065280277,2024-02-16 02:14:44,Place an order,-104.81,10705.69785845,10600.88785845,0.0,USDT
﻿4065174414,2024-02-16 02:05:52,Cancel an order,106.95,10598.74785845,10705.69785845,0.0,USDT
﻿4065171951,2024-02-16 02:04:21,Place an order,-160.42,10759.16785845,10598.74785845,0.0,USDT
﻿4065167264,2024-02-16 02:01:57,Place an order,-10.9,10770.06785845,10759.16785845,0.0,USDT
﻿4065133435,2024-02-16 01:50:49,Place an order,-106.95,10877.01785845,10770.06785845,0.0,USDT
﻿4065121957,2024-02-16 01:49:07,Cancel an order,55.61,10821.40785845,10877.01785845,0.0,USDT
﻿4065117921,2024-02-16 01:47:01,Place an order,-55.61,10877.01785845,10821.40785845,0.0,USDT
﻿4065090400,2024-02-16 01:31:10,Cancel an order,96.25,10780.76785845,10877.01785845,0.0,USDT
﻿4065064358,2024-02-16 01:16:07,Place an order,-96.25,10877.01785845,10780.76785845,0.0,USDT
﻿4064957159,2024-02-16 01:06:07,Cancel an order,16.04,10860.97785845,10877.01785845,0.0,USDT
﻿4064927832,2024-02-16 01:01:20,Place an order,-16.04,10877.01785845,10860.97785845,0.0,USDT
﻿4064911255,2024-02-16 00:58:49,Cancel an order,37.39,10839.62785845,10877.01785845,0.0,USDT
﻿4064885218,2024-02-16 00:47:53,Place an order,-85.56,10925.18785845,10839.62785845,0.0,USDT
﻿4064883635,2024-02-16 00:47:03,Cancel an order,16.02,10909.16785845,10925.18785845,0.0,USDT
﻿4064876578,2024-02-16 00:43:46,Place an order,-37.39,10946.55785845,10909.16785845,0.0,USDT
﻿4064873551,2024-02-16 00:42:14,Cancel an order,16.02,10930.53785845,10946.55785845,0.0,USDT
﻿4064852263,2024-02-16 00:32:03,Place an order,-16.02,10946.55785845,10930.53785845,0.0,USDT
﻿4064841482,2024-02-16 00:27:13,Place an order,-16.02,10962.57785845,10946.55785845,0.0,USDT
﻿4064841048,2024-02-16 00:26:59,Cancel an order,64.1,10898.47785845,10962.57785845,0.0,USDT
﻿4064839114,2024-02-16 00:26:07,Cancel an order,19.23,10879.24785845,10898.47785845,0.0,USDT
﻿4064834168,2024-02-16 00:23:50,Place an order,-64.1,10943.34785845,10879.24785845,0.0,USDT
﻿4064827034,2024-02-16 00:21:09,Place an order,-19.23,10962.57785845,10943.34785845,0.0,USDT
﻿4064811514,2024-02-16 00:14:47,Place an order,-96.15,11058.72785845,10962.57785845,0.0,USDT
﻿4064767819,2024-02-16 00:08:29,Cancel an order,21.36,11037.36785845,11058.72785845,0.0,USDT
﻿4064690862,2024-02-16 00:04:10,Place an order,-29.91,11067.27785845,11037.36785845,0.0,USDT
﻿4064687573,2024-02-16 00:02:49,Place an order,-18.16,11085.43785845,11067.27785845,0.0,USDT
﻿4064661404,2024-02-15 23:53:30,Place an order,-21.36,11106.79785845,11085.43785845,0.0,USDT
﻿4057383342,2024-02-14 21:56:22,Fulfill an order,1393.35,9713.44785845,11106.79785845,0.0,USDT
﻿4045623566,2024-02-12 23:14:10,Fulfill an order,1469.3,8244.14785845,9713.44785845,0.0,USDT
﻿4044320576,2024-02-12 17:39:06,Fulfill an order,1093.9,7150.24785845,8244.14785845,0.0,USDT
﻿4044058468,2024-02-12 16:12:36,Cancel an order,560.0,6590.24785845,7150.24785845,0.0,USDT
﻿4044057441,2024-02-12 16:12:03,Place an order,-560.0,7150.24785845,6590.24785845,0.0,USDT
﻿4041531172,2024-02-12 03:55:55,Cancel an order,106.95,7043.29785845,7150.24785845,0.0,USDT
